City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
229,Poum,NC,2022-03-10 17:04:25,-20.2333,164.0167,80.82,74,32,13.24,scattered clouds
230,Kaniama,CD,2022-03-10 17:02:16,-7.5667,24.1833,71.49,90,99,3.15,light rain
231,Halifax,CA,2022-03-10 17:05:26,44.6453,-63.5724,40.21,83,70,11.99,broken clouds
232,Carnarvon,AU,2022-03-10 17:05:27,-24.8667,113.6333,78.87,89,0,8.05,clear sky
233,Cabo San Lucas,MX,2022-03-10 17:01:54,22.8909,-109.9124,73.62,68,3,1.01,clear sky
234,East London,ZA,2022-03-10 17:05:27,-33.0153,27.9116,75.78,79,22,8.84,few clouds
235,Thompson,CA,2022-03-10 17:04:30,55.7435,-97.8558,6.37,85,100,2.33,overcast clouds
236,Dobre Miasto,PL,2022-03-10 17:05:28,53.9867,20.3975,29.68,45,1,6.78,clear sky
237,Urumqi,CN,2022-03-10 17:05:28,43.801,87.6005,40.15,70,0,4.47,clear sky
238,Buenos Aires,AR,2022-03-10 17:02:55,-34.6132,-58.3772,78.94,60,78,8.16,broken clouds
239,Pervomayskoye,RU,2022-03-10 17:05:29,43.919,46.7102,38.07,52,99,5.14,overcast clouds
240,Ambilobe,MG,2022-03-10 17:05:30,-13.2,49.05,75.54,95,100,2.1,overcast clouds
241,Juba,SS,2022-03-10 17:00:34,4.8517,31.5825,95.47,20,100,5.5,overcast clouds
242,Sarh,TD,2022-03-10 17:02:14,9.1429,18.3923,99.64,11,89,2.98,overcast clouds
243,Hunchun,CN,2022-03-10 17:05:31,42.8675,130.3581,42.89,75,36,6.4,scattered clouds
244,Namie,JP,2022-03-10 17:05:31,37.4833,141.0,31.71,80,0,5.66,clear sky
245,Svetlyy,RU,2022-03-10 17:05:31,54.675,20.1347,32.05,47,14,8.39,few clouds
246,Baturaja,ID,2022-03-10 17:05:32,-4.1333,104.1667,72.99,99,100,4.47,moderate rain
247,Bayji,IQ,2022-03-10 17:05:32,34.9311,43.487,62.22,44,26,0.25,scattered clouds
248,Villa Carlos Paz,AR,2022-03-10 17:05:33,-31.4241,-64.4978,75.4,39,100,7.0,overcast clouds
249,Pedasi,PA,2022-03-10 17:05:33,7.5333,-80.0333,92.07,64,16,12.3,few clouds
250,Esperance,AU,2022-03-10 17:00:57,-33.8667,121.9,65.34,72,100,13.89,overcast clouds
251,Severo-Yeniseyskiy,RU,2022-03-10 17:05:34,60.3725,93.0408,-22.49,100,98,3.04,overcast clouds
252,Manono,CD,2022-03-10 17:05:34,-7.3,27.4167,75.16,90,99,3.27,overcast clouds
253,Leua,SK,2022-03-10 17:05:35,48.2156,18.6071,44.92,42,92,9.6,overcast clouds
254,Hambantota,LK,2022-03-10 17:05:35,6.1241,81.1185,79.45,76,12,6.46,few clouds
255,Nicoya,CR,2022-03-10 17:05:35,10.1483,-85.452,93.0,35,0,3.47,clear sky
256,Sovetskiy,RU,2022-03-10 17:05:36,61.3614,63.5842,-12.95,100,69,2.73,broken clouds
257,Faanui,PF,2022-03-10 17:05:37,-16.4833,-151.75,80.22,72,84,11.25,light rain
258,Jiwani,PK,2022-03-10 17:05:37,25.05,61.7417,75.42,82,0,7.7,clear sky
259,Zapolyarnyy,RU,2022-03-10 17:05:38,69.4154,30.8136,27.68,91,88,20.69,overcast clouds
260,Trairi,BR,2022-03-10 17:05:38,-3.2778,-39.2689,85.28,65,99,10.63,overcast clouds
261,Timizart,DZ,2022-03-10 17:05:39,36.8,4.2667,58.06,67,100,7.4,overcast clouds
262,Simao,CN,2022-03-10 17:05:39,22.7886,100.9748,63.73,37,7,0.31,clear sky
263,Korla,CN,2022-03-10 17:05:39,41.7597,86.1469,51.94,31,75,3.47,broken clouds
264,Porto Novo,BJ,2022-03-10 17:05:40,6.4965,2.6036,86.59,70,100,11.25,overcast clouds
265,Torbay,CA,2022-03-10 17:05:41,47.6666,-52.7314,34.88,73,100,3.0,overcast clouds
266,Fare,PF,2022-03-10 17:05:41,-16.7,-151.0167,80.73,72,56,11.95,broken clouds
267,Bengkulu,ID,2022-03-10 17:05:42,-3.8004,102.2655,76.39,91,100,6.02,overcast clouds
268,Waw,SS,2022-03-10 17:05:42,7.7029,27.9953,97.92,19,100,5.39,overcast clouds
269,Shimoda,JP,2022-03-10 17:05:43,34.6667,138.95,51.24,62,48,5.21,scattered clouds
270,Abu Samrah,SY,2022-03-10 17:05:43,35.3029,37.1841,46.67,87,100,15.86,overcast clouds
271,Camacupa,AO,2022-03-10 17:05:44,-12.0167,17.4833,70.83,73,35,3.8,scattered clouds
272,Mehran,IR,2022-03-10 17:05:44,33.1222,46.1646,73.2,38,100,9.15,overcast clouds
273,Belaya Gora,RU,2022-03-10 17:06:44,68.5333,146.4167,-18.81,100,98,2.59,overcast clouds
274,Oskemen,KZ,2022-03-10 17:06:45,49.9565,82.6119,18.95,96,100,4.23,light snow
275,Lazaro Cardenas,MX,2022-03-10 17:03:14,17.9583,-102.2,80.94,45,0,5.01,clear sky
276,Malabo,GQ,2022-03-10 17:06:46,3.75,8.7833,81.59,78,100,7.94,overcast clouds
277,Seydi,TM,2022-03-10 17:06:46,39.4816,62.9137,65.43,44,94,9.51,overcast clouds
278,Tha Chang,TH,2022-03-10 17:06:46,9.2642,99.1922,77.86,81,100,3.06,overcast clouds
279,Marathon,US,2022-03-10 17:06:47,44.9,-89.7668,16.84,50,0,10.36,clear sky
280,Haines Junction,CA,2022-03-10 16:57:42,60.7522,-137.5108,13.95,73,100,3.44,overcast clouds
281,Dumai,ID,2022-03-10 17:06:48,1.6833,101.45,73.67,97,74,3.22,broken clouds
282,Victoria,HK,2022-03-10 16:54:18,22.2855,114.1577,70.18,76,0,11.01,clear sky
283,Avera,US,2022-03-10 17:06:48,33.194,-82.5271,58.51,91,100,3.83,overcast clouds
284,Batemans Bay,AU,2022-03-10 17:06:49,-35.7167,150.1833,56.1,90,10,4.18,clear sky
285,Wanning,CN,2022-03-10 17:06:49,18.8003,110.3967,70.79,90,82,6.62,broken clouds
286,Saryozek,KZ,2022-03-10 17:06:49,44.3583,77.9753,37.29,76,84,4.18,broken clouds
287,Bad Driburg,DE,2022-03-10 17:06:50,51.7333,9.0167,53.49,60,55,10.09,broken clouds
288,Northam,GB,2022-03-10 17:06:50,51.0333,-4.2167,51.62,62,42,13.94,scattered clouds
289,Zhangjiakou,CN,2022-03-10 17:06:51,40.81,114.8794,48.58,40,98,3.8,overcast clouds
290,Pacific Grove,US,2022-03-10 17:06:51,36.6177,-121.9166,57.42,77,2,4.0,clear sky
291,Nassau,US,2022-03-10 17:06:52,40.7507,-73.5829,47.88,65,0,6.91,clear sky
292,Norwich,GB,2022-03-10 17:02:04,52.6278,1.2983,57.02,67,0,12.66,clear sky
293,Bethel,US,2022-03-10 17:06:52,41.3712,-73.414,47.17,79,20,3.0,few clouds
294,Caravelas,BR,2022-03-10 17:06:53,-17.7125,-39.2481,82.6,66,99,7.02,overcast clouds
295,Brae,GB,2022-03-10 17:06:53,60.3964,-1.353,46.99,87,100,28.16,overcast clouds
296,Delanggu,ID,2022-03-10 17:06:54,-7.6167,110.6833,74.79,89,95,2.86,moderate rain
297,Kangasala,FI,2022-03-10 17:06:54,61.4638,24.076,34.14,82,100,13.0,overcast clouds
298,Cockburn Town,TC,2022-03-10 17:06:55,21.4612,-71.1419,77.92,77,0,19.44,clear sky
299,Rimbey,CA,2022-03-10 17:04:18,52.6334,-114.2353,11.62,87,99,16.87,overcast clouds
300,Saint-Augustin,CA,2022-03-10 17:06:55,51.226,-58.6502,28.53,84,100,15.82,overcast clouds
301,Grand Baie,MU,2022-03-10 17:06:56,-20.0182,57.5802,79.45,86,3,1.99,clear sky
302,Powell,US,2022-03-10 17:06:56,40.1578,-83.0752,49.8,58,40,4.61,scattered clouds
303,Ingham,US,2022-03-10 17:06:56,42.6,-84.3833,36.84,59,75,5.75,broken clouds
304,Whithorn,JM,2022-03-10 17:06:57,18.2604,-78.0378,81.66,46,0,4.65,clear sky
305,Kabansk,RU,2022-03-10 17:06:57,52.0486,106.6528,10.4,93,61,2.95,broken clouds
306,Grindavik,IS,2022-03-10 17:06:58,63.8424,-22.4338,41.47,93,75,10.36,broken clouds
307,Te Anau,NZ,2022-03-10 17:06:58,-45.4167,167.7167,55.22,83,100,2.62,overcast clouds
308,Kankon,IN,2022-03-10 17:06:59,15.0167,74.0167,79.25,80,1,3.51,clear sky
309,Oktyabrskiy,RU,2022-03-10 17:07:00,54.4815,53.471,4.86,100,96,5.68,overcast clouds
310,Arvika,SE,2022-03-10 17:07:00,59.6553,12.5852,32.61,93,51,2.77,broken clouds
311,Cairns,AU,2022-03-10 17:07:00,-16.9167,145.7667,80.55,82,99,10.36,overcast clouds
312,Pahrump,US,2022-03-10 17:07:01,36.2083,-115.9839,50.25,27,65,24.0,broken clouds
313,Egvekinot,RU,2022-03-10 17:07:02,66.3167,-179.1667,6.64,66,0,16.73,clear sky
314,Vazhiny,RU,2022-03-10 17:07:02,60.9644,34.0222,19.35,90,91,8.93,overcast clouds
315,Le Mars,US,2022-03-10 17:07:02,42.7942,-96.1656,26.11,36,0,8.05,clear sky
316,Khorixas,NA,2022-03-10 17:07:03,-20.3667,14.9667,89.96,29,59,4.65,broken clouds
317,Coalinga,US,2022-03-10 17:07:03,36.1397,-120.3602,57.45,36,0,10.22,clear sky
318,Katobu,ID,2022-03-10 17:07:04,-4.9408,122.5276,76.37,93,45,2.55,scattered clouds
319,Sitka,US,2022-03-10 17:07:04,57.0531,-135.33,42.69,61,100,10.36,overcast clouds
320,Ocampo,MX,2022-03-10 17:08:05,21.65,-101.5,65.55,18,20,17.94,few clouds
321,Padang,ID,2022-03-10 17:08:05,-0.9492,100.3543,77.97,85,100,3.65,moderate rain
322,Kostino,RU,2022-03-10 17:08:06,58.9097,53.2691,-0.11,98,63,4.16,broken clouds
323,Bambanglipuro,ID,2022-03-10 17:08:07,-7.95,110.2833,77.23,87,99,3.6,overcast clouds
324,Kanniyakumari,IN,2022-03-10 17:08:07,8.0833,77.5667,80.19,73,4,7.52,clear sky
325,Hare Bay,CA,2022-03-10 17:08:07,48.8499,-54.0148,27.19,64,100,12.21,overcast clouds
326,Harper,LR,2022-03-10 17:08:08,4.375,-7.7169,84.49,75,100,10.87,overcast clouds
327,Mairwa,IN,2022-03-10 17:08:08,26.2333,84.15,70.86,26,0,7.14,clear sky
328,Tabou,CI,2022-03-10 17:08:09,4.423,-7.3528,84.56,75,77,10.89,broken clouds
329,Buraydah,SA,2022-03-10 17:08:09,26.326,43.975,87.66,16,87,11.14,overcast clouds
330,Praia Da Vitoria,PT,2022-03-10 17:08:10,38.7333,-27.0667,59.76,71,100,20.89,overcast clouds
331,Kota Kinabalu,MY,2022-03-10 17:03:14,5.9749,116.0724,78.78,94,20,2.3,few clouds
332,Faya,SA,2022-03-10 17:08:10,18.3851,42.4509,66.72,51,41,6.78,scattered clouds
333,Katherine,AU,2022-03-10 17:08:11,-14.4667,132.2667,77.32,88,14,3.44,few clouds
334,Labuhan,ID,2022-03-10 17:08:11,-6.8844,112.2051,78.98,85,100,8.61,overcast clouds
335,Muisne,EC,2022-03-10 17:08:12,0.6,-80.0333,81.45,75,100,5.79,light rain
336,Rawson,AR,2022-03-10 17:08:12,-43.3002,-65.1023,64.56,49,38,14.47,scattered clouds
337,Komsomolskiy,UZ,2022-03-10 17:08:13,40.4272,71.7189,52.52,71,90,6.91,overcast clouds
338,West Helena,US,2022-03-10 17:08:13,34.5507,-90.6418,55.08,56,0,6.69,clear sky
339,Viedma,AR,2022-03-10 17:08:09,-40.8135,-62.9967,70.39,36,91,16.46,overcast clouds
340,Collie,AU,2022-03-10 17:08:14,-33.3667,116.15,71.02,47,86,7.81,overcast clouds
341,Kuressaare,EE,2022-03-10 17:08:15,58.2481,22.5039,31.95,82,0,8.99,clear sky
342,Nadym,RU,2022-03-10 17:08:15,65.5333,72.5167,-3.03,91,100,8.99,overcast clouds
343,Witu,KE,2022-03-10 17:08:16,-2.3889,40.4382,80.76,76,77,11.7,broken clouds
344,Wilmington,US,2022-03-10 17:08:16,34.2257,-77.9447,51.01,83,100,12.66,overcast clouds
345,Lamu,KE,2022-03-10 17:08:17,-2.2717,40.902,80.82,76,66,14.76,broken clouds
346,Itoman,JP,2022-03-10 17:08:17,26.1247,127.6694,68.02,52,100,9.22,overcast clouds
347,Heihe,CN,2022-03-10 17:08:18,50.2441,127.4902,26.47,82,98,13.24,overcast clouds
348,Manokwari,ID,2022-03-10 17:08:18,-0.8667,134.0833,77.85,82,77,2.62,broken clouds
349,Beringovskiy,RU,2022-03-10 17:08:19,63.05,179.3167,3.15,82,6,14.9,clear sky
350,Vanimo,PG,2022-03-10 17:08:20,-2.6741,141.3028,77.0,86,99,2.35,overcast clouds
351,Kalavad,IN,2022-03-10 17:08:20,22.2167,70.3833,80.04,40,0,8.86,clear sky
352,Bagdarin,RU,2022-03-10 17:08:20,54.4333,113.6,-7.1,93,4,5.14,clear sky
353,Port Hedland,AU,2022-03-10 17:08:21,-20.3167,118.5667,84.25,74,8,3.44,clear sky
354,Tayu,ID,2022-03-10 17:08:21,-6.5397,111.0518,75.99,89,70,4.7,broken clouds
355,Abha,SA,2022-03-10 17:08:22,18.2164,42.5053,66.45,64,0,6.91,clear sky
356,Kikwit,CD,2022-03-10 17:08:22,-5.041,18.8162,76.93,87,48,2.17,scattered clouds
357,Tirumullaivasal,IN,2022-03-10 17:08:23,11.2333,79.8333,77.36,73,22,9.8,few clouds
358,Vilyuysk,RU,2022-03-10 17:08:23,63.7553,121.6247,-27.29,100,83,1.86,broken clouds
359,Saint-Pierre,RE,2022-03-10 17:08:24,-21.3393,55.4781,80.28,78,0,14.97,clear sky
360,Stornoway,GB,2022-03-10 17:08:24,58.2093,-6.3865,44.92,76,20,19.57,few clouds
361,Presidencia Roque Saenz Pena,AR,2022-03-10 17:06:08,-26.7852,-60.4388,83.91,68,94,11.48,overcast clouds
362,Yumen,CN,2022-03-10 17:08:25,40.2833,97.2,44.04,33,28,1.25,scattered clouds
363,Bastia,FR,2022-03-10 17:08:25,42.6667,9.3333,53.4,75,20,3.44,few clouds
364,Humaita,BR,2022-03-10 17:08:26,-7.5061,-63.0208,82.51,79,92,2.46,overcast clouds
365,Bose,IT,2022-03-10 17:09:26,45.4612,8.0137,52.05,46,19,2.89,few clouds
366,Hamilton,US,2022-03-10 17:09:27,39.1834,-84.5333,51.94,48,0,1.99,clear sky
367,Sumter,US,2022-03-10 17:09:27,28.7086,-82.0831,79.02,54,85,9.84,overcast clouds
368,Boyolangu,ID,2022-03-10 17:09:28,-8.1181,111.8935,76.96,90,100,1.3,light rain
369,Norman Wells,CA,2022-03-10 17:09:28,65.282,-126.8329,-14.94,99,99,3.83,overcast clouds
370,Shihezi,CN,2022-03-10 17:09:29,44.3,86.0333,38.03,79,83,2.62,broken clouds
371,Tarko-Sale,RU,2022-03-10 17:09:29,64.9225,77.785,1.63,96,100,10.74,overcast clouds
372,Peleduy,RU,2022-03-10 17:09:29,59.6289,112.7406,4.71,97,100,2.82,overcast clouds
373,Banda Aceh,ID,2022-03-10 17:09:30,5.5577,95.3222,79.79,81,97,9.06,overcast clouds
374,Axim,GH,2022-03-10 17:09:30,4.8699,-2.2405,84.07,75,95,10.85,overcast clouds
375,Pangnirtung,CA,2022-03-10 17:09:31,66.1451,-65.7125,-6.68,86,99,2.64,overcast clouds
376,Maniitsoq,GL,2022-03-10 17:09:31,65.4167,-52.9,-1.43,83,57,1.36,broken clouds
377,Obregon,NI,2022-03-10 17:09:32,11.9566,-85.9636,89.69,44,3,10.96,clear sky
378,Gazli,UZ,2022-03-10 17:09:32,40.1333,63.45,65.21,46,100,13.42,overcast clouds
379,Touros,BR,2022-03-10 17:09:33,-5.1989,-35.4608,86.99,63,98,15.1,overcast clouds
380,Konya,TR,2022-03-10 17:09:08,38.1667,32.5,27.88,94,100,9.95,light snow
381,Hualmay,PE,2022-03-10 17:09:33,-11.0964,-77.6139,77.04,72,93,10.69,overcast clouds
382,Inhambane,MZ,2022-03-10 17:09:34,-23.865,35.3833,77.36,79,1,10.85,clear sky
383,Westport,US,2022-03-10 17:08:12,41.1415,-73.3579,48.43,63,0,6.91,clear sky
384,Dunedin,NZ,2022-03-10 17:09:34,-45.8742,170.5036,58.8,87,71,7.0,broken clouds
385,Nantucket,US,2022-03-10 17:09:35,41.2835,-70.0995,46.45,70,0,6.91,clear sky
386,Ahipara,NZ,2022-03-10 17:09:35,-35.1667,173.1667,62.65,90,16,5.95,few clouds
387,Luanda,AO,2022-03-10 17:09:36,-8.8368,13.2343,82.4,78,40,13.8,scattered clouds
388,Muyezerskiy,RU,2022-03-10 17:09:37,63.9333,31.65,29.34,86,98,16.91,overcast clouds
389,Bani,DO,2022-03-10 17:09:37,18.2833,-70.3333,85.44,52,3,15.84,clear sky
390,Bacolod,PH,2022-03-10 17:09:38,10.6667,122.95,78.31,86,88,5.06,overcast clouds
391,Olecko,PL,2022-03-10 17:09:38,54.0337,22.507,26.35,49,0,6.44,clear sky
392,Puerto Escondido,MX,2022-03-10 17:09:39,15.85,-97.0667,85.03,70,0,9.22,clear sky
393,Uruguaiana,BR,2022-03-10 17:09:39,-29.7547,-57.0883,71.53,88,100,5.75,moderate rain
394,La Asuncion,VE,2022-03-10 17:09:40,11.0333,-63.8628,77.72,80,99,9.35,overcast clouds
395,Brownsville,US,2022-03-10 17:09:22,25.9018,-97.4975,71.55,84,100,10.36,overcast clouds
396,Aykhal,RU,2022-03-10 17:09:40,66.0,111.5,0.46,99,100,3.83,overcast clouds
397,Leh,IN,2022-03-10 17:06:11,34.1667,77.5833,8.1,67,30,3.56,scattered clouds
398,Valdivia,CL,2022-03-10 17:06:58,-39.8142,-73.2459,68.09,47,7,3.33,clear sky
399,Upata,VE,2022-03-10 17:09:41,8.0086,-62.3989,78.28,72,93,4.25,overcast clouds
400,Abancay,PE,2022-03-10 17:09:42,-13.6339,-72.8814,65.89,70,96,2.64,overcast clouds
401,Troitskoye,RU,2022-03-10 17:09:42,52.9821,84.6757,10.44,92,100,8.43,overcast clouds
402,Zabid,YE,2022-03-10 17:09:43,14.1951,43.3152,81.79,53,84,11.36,broken clouds
403,Port Macquarie,AU,2022-03-10 17:09:43,-31.4333,152.9167,66.88,74,99,8.19,overcast clouds
404,Verkhnevilyuysk,RU,2022-03-10 17:09:44,63.4453,120.3167,-15.16,100,100,1.3,overcast clouds
405,Castellammare Del Golfo,IT,2022-03-10 17:09:44,38.0188,12.8858,54.72,74,1,5.73,clear sky
406,Oriximina,BR,2022-03-10 17:09:45,-1.7656,-55.8661,78.71,83,100,1.81,overcast clouds
407,Carballo,ES,2022-03-10 17:09:45,43.213,-8.691,59.54,84,80,13.51,broken clouds
408,Gizo,SB,2022-03-10 17:09:46,-8.103,156.8419,81.99,75,84,4.52,broken clouds
409,Dieppe,FR,2022-03-10 17:09:46,49.75,1.1667,60.19,58,91,1.01,overcast clouds
410,Celestun,MX,2022-03-10 17:09:47,20.8667,-90.4,82.83,67,9,10.8,clear sky
411,Kahului,US,2022-03-10 17:10:47,20.8947,-156.47,76.84,77,20,8.99,few clouds
412,Mount Isa,AU,2022-03-10 17:10:47,-20.7333,139.5,85.77,25,64,8.05,light rain
413,Bowling Green,US,2022-03-10 17:10:48,36.9903,-86.4436,53.53,52,0,8.05,clear sky
414,Tonantins,BR,2022-03-10 17:10:48,-2.8731,-67.8022,86.86,63,64,4.03,broken clouds
415,Lusambo,CD,2022-03-10 17:10:49,-4.9667,23.45,75.27,85,96,3.58,light rain
416,Alugan,PH,2022-03-10 17:10:49,12.2188,125.4808,78.89,87,79,11.97,broken clouds
417,Natal,BR,2022-03-10 17:10:50,-5.795,-35.2094,88.45,62,40,16.11,scattered clouds
418,Todos Santos,MX,2022-03-10 17:10:50,23.45,-110.2167,64.44,46,5,7.14,clear sky
419,Posse,BR,2022-03-10 17:10:51,-14.0931,-46.3694,83.44,51,100,1.7,overcast clouds
420,San Patricio,US,2022-03-10 17:10:51,28.017,-97.5169,68.16,63,46,7.9,scattered clouds
421,Abashiri,JP,2022-03-10 17:10:52,44.0213,144.2697,28.94,87,22,6.67,few clouds
422,Auki,SB,2022-03-10 17:10:52,-8.7676,160.7034,77.09,86,30,2.08,scattered clouds
423,Les Cayes,HT,2022-03-10 17:10:53,18.2,-73.75,83.62,60,1,11.83,clear sky
424,Port-Gentil,GA,2022-03-10 17:10:53,-0.7193,8.7815,80.51,75,82,13.4,broken clouds
425,Porto Velho,BR,2022-03-10 17:10:54,-8.7619,-63.9039,86.05,70,75,6.91,broken clouds
426,Hays,US,2022-03-10 17:10:54,30.0502,-98.0336,63.3,54,0,4.0,clear sky
427,Senanga,ZM,2022-03-10 17:10:55,-16.1167,23.2667,70.34,82,88,3.33,light rain
428,Washim,IN,2022-03-10 17:10:55,20.1,77.15,84.76,26,97,6.62,overcast clouds
429,Adrar,MR,2022-03-10 17:10:56,20.5022,-10.0711,86.11,7,0,15.32,clear sky
430,Kondinskoye,RU,2022-03-10 17:10:56,59.6481,67.41,-18.92,100,42,3.51,scattered clouds
431,Caimito,CO,2022-03-10 17:10:57,8.8123,-75.4107,88.9,52,5,6.26,clear sky
432,Cowra,AU,2022-03-10 17:10:57,-33.8333,148.6833,58.71,74,2,7.87,clear sky
433,Plouzane,FR,2022-03-10 17:10:58,48.3833,-4.6167,52.12,64,20,16.11,few clouds
434,Lata,PT,2022-03-10 17:10:58,40.1629,-8.3327,58.82,79,96,9.78,overcast clouds
435,Pudozh,RU,2022-03-10 17:10:59,61.8099,36.5345,20.1,91,100,8.72,overcast clouds
436,Oskarshamn,SE,2022-03-10 17:10:59,57.2645,16.4484,33.98,70,78,11.16,broken clouds
437,Ketchikan,US,2022-03-10 17:11:00,55.3422,-131.6461,37.38,93,100,10.36,light rain
438,Bonavista,CA,2022-03-10 17:11:00,48.6499,-53.1147,30.04,74,100,14.81,overcast clouds
439,Shitanjing,CN,2022-03-10 17:11:00,39.2342,106.3439,50.9,32,59,5.01,broken clouds
440,Laguna,US,2022-03-10 17:11:01,38.421,-121.4238,58.08,35,0,17.27,clear sky
441,Labrea,BR,2022-03-10 17:11:01,-7.2586,-64.7981,79.72,87,100,1.52,overcast clouds
442,Rio Gallegos,AR,2022-03-10 17:11:02,-51.6226,-69.2181,59.05,44,20,10.36,few clouds
443,Orange,US,2022-03-10 17:08:38,33.7,-117.7675,63.28,71,75,3.44,broken clouds
444,Ayan,RU,2022-03-10 17:11:02,56.45,138.1667,9.27,81,100,5.3,overcast clouds
445,Kargasok,RU,2022-03-10 17:11:03,59.0556,80.8572,-21.6,100,29,5.08,scattered clouds
446,Valparaiso,CL,2022-03-10 17:08:36,-33.0393,-71.6273,79.03,38,0,13.8,clear sky
447,Lanzhou,CN,2022-03-10 17:08:01,36.0564,103.7922,57.04,38,34,3.62,scattered clouds
448,Santa Rosa,PH,2022-03-10 17:07:34,14.3122,121.1114,81.1,79,93,7.7,overcast clouds
449,Delitzsch,DE,2022-03-10 17:11:04,51.5333,12.35,47.34,61,0,17.27,clear sky
450,Birjand,IR,2022-03-10 17:11:05,32.8663,59.2211,67.32,34,76,7.25,broken clouds
451,Kolpashevo,RU,2022-03-10 17:11:05,58.3131,82.9089,-16.73,100,92,4.9,overcast clouds
452,Sambava,MG,2022-03-10 17:11:06,-14.2667,50.1667,78.98,87,91,3.62,light rain
453,Mahibadhoo,MV,2022-03-10 17:11:06,3.7833,72.9667,83.16,70,1,10.07,clear sky
454,Paamiut,GL,2022-03-10 17:11:06,61.994,-49.6678,10.45,75,4,15.64,clear sky
455,Port Lincoln,AU,2022-03-10 17:12:07,-34.7333,135.8667,60.33,79,35,12.17,scattered clouds
456,Ayr,GB,2022-03-10 17:12:07,55.4627,-4.6339,51.31,71,20,17.27,few clouds
457,Kautokeino,NO,2022-03-10 17:12:08,69.0125,23.0412,16.57,85,51,9.24,broken clouds
458,Point Pleasant,US,2022-03-10 17:12:08,40.0832,-74.0682,49.1,65,0,5.01,clear sky
