City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Milkovo,RU,2022-03-10 17:12:09,54.7167,158.6167,24.66,97,100,4.29,light snow
460,Guane,CU,2022-03-10 17:12:09,22.2025,-84.0875,86.4,53,18,14.32,few clouds
461,Santarem,BR,2022-03-10 17:09:15,-2.4431,-54.7083,82.53,83,75,3.44,light rain
462,Dingle,PH,2022-03-10 17:12:10,10.9995,122.6711,75.69,94,72,6.69,broken clouds
463,Gubkinskiy,RU,2022-03-10 17:12:10,64.434,76.5026,0.68,95,100,13.49,overcast clouds
464,Nanakuli,US,2022-03-10 17:12:11,21.3906,-158.1547,74.71,91,0,3.44,clear sky
465,Odesskoye,RU,2022-03-10 17:11:52,54.2111,72.9651,3.87,96,98,6.71,overcast clouds
466,Batagay-Alyta,RU,2022-03-10 17:12:12,67.8006,130.4114,-16.35,87,95,3.83,overcast clouds
467,Kandrian,PG,2022-03-10 17:12:12,-6.2167,149.55,76.08,93,100,5.3,moderate rain
468,Kasane,BW,2022-03-10 17:12:12,-17.8167,25.15,69.53,92,85,5.68,moderate rain
469,Tuatapere,NZ,2022-03-10 17:12:13,-46.1333,167.6833,58.55,78,100,6.96,overcast clouds
470,Mount Gambier,AU,2022-03-10 17:12:13,-37.8333,140.7667,51.75,90,0,4.83,clear sky
471,Great Bend,US,2022-03-10 17:12:14,38.3645,-98.7648,20.84,83,100,16.11,overcast clouds
472,Aliwal North,ZA,2022-03-10 17:12:14,-30.6937,26.7114,75.61,39,94,6.38,overcast clouds
473,Saskylakh,RU,2022-03-10 17:12:15,71.9167,114.0833,-33.93,100,63,3.11,broken clouds
474,Port Blair,IN,2022-03-10 17:12:15,11.6667,92.75,81.32,79,40,3.91,scattered clouds
475,Demyansk,RU,2022-03-10 17:12:16,57.643,32.466,14.83,92,42,1.1,scattered clouds
476,Dakoro,NE,2022-03-10 17:12:16,14.5106,6.765,94.91,11,22,10.45,few clouds
477,Guerrero Negro,MX,2022-03-10 17:12:17,27.9769,-114.0611,62.71,51,0,6.55,clear sky
478,Rudbar,AF,2022-03-10 17:12:17,30.15,62.6,81.86,19,39,6.44,scattered clouds
479,Talavera De La Reina,ES,2022-03-10 17:09:01,39.9635,-4.8308,58.77,53,96,6.06,overcast clouds
480,Zaysan,KZ,2022-03-10 17:12:18,47.4667,84.8667,26.98,89,92,2.33,overcast clouds
481,Buchanan,LR,2022-03-10 17:12:19,5.8808,-10.0467,84.49,76,74,12.21,broken clouds
482,Nishihara,JP,2022-03-10 17:12:19,26.1842,127.7558,67.28,52,100,9.22,overcast clouds
483,Pisco,PE,2022-03-10 17:12:20,-13.7,-76.2167,77.05,65,0,10.36,clear sky
484,Okha,RU,2022-03-10 17:12:20,53.5739,142.9478,5.32,98,77,6.85,broken clouds
485,Svetlogorsk,BY,2022-03-10 17:12:21,52.6333,29.7333,20.73,64,3,13.49,clear sky
486,Cam Ranh,VN,2022-03-10 17:12:21,11.9214,109.1591,75.16,69,20,6.91,few clouds
487,Concordia,AR,2022-03-10 17:12:22,-31.393,-58.0209,73.47,64,75,11.5,broken clouds
488,Timra,SE,2022-03-10 17:12:22,62.487,17.3257,38.88,56,0,9.22,clear sky
489,Griffith,US,2022-03-10 17:12:23,41.5284,-87.4237,34.3,72,100,10.36,overcast clouds
490,Masvingo,ZW,2022-03-10 17:12:24,-20.0637,30.8277,73.24,45,36,6.71,scattered clouds
491,Walvis Bay,NA,2022-03-10 17:12:24,-22.9575,14.5053,63.09,78,38,13.85,scattered clouds
492,Charyshskoye,RU,2022-03-10 17:12:25,51.3978,83.5598,18.03,96,100,2.15,light snow
493,Tayshet,RU,2022-03-10 17:12:25,55.9342,98.0044,-8.81,100,31,1.52,scattered clouds
494,Kartuzy,PL,2022-03-10 17:12:26,54.3342,18.1974,34.77,53,0,5.75,clear sky
495,Qaqortoq,GL,2022-03-10 17:12:26,60.7167,-46.0333,8.62,65,0,3.4,clear sky
496,Tessalit,ML,2022-03-10 17:12:26,20.1986,1.0114,88.84,7,36,7.67,scattered clouds
497,Dali,CN,2022-03-10 17:12:09,25.7,100.1833,55.49,54,4,5.57,clear sky
498,Diffa,NE,2022-03-10 17:12:27,13.3154,12.6113,90.66,13,28,10.74,scattered clouds
499,Shaowu,CN,2022-03-10 17:12:28,27.3409,117.4831,58.62,83,2,0.74,clear sky
500,Aquiraz,BR,2022-03-10 17:12:28,-3.9014,-38.3911,87.89,70,97,8.48,overcast clouds
501,Liaocheng,CN,2022-03-10 17:12:29,36.4439,115.9647,56.37,58,0,7.85,clear sky
502,San Jose De Guanipa,VE,2022-03-10 17:13:29,8.8872,-64.1651,85.66,49,95,12.1,overcast clouds
503,Koson,UZ,2022-03-10 17:13:29,39.0375,65.585,62.92,52,72,13.49,broken clouds
504,Khor,RU,2022-03-10 17:13:30,47.8861,134.9464,32.2,85,88,13.04,overcast clouds
505,Lensk,RU,2022-03-10 17:13:30,60.7253,114.9278,-4.09,100,100,3.02,overcast clouds
506,San Carlos De Bariloche,AR,2022-03-10 17:10:27,-41.1456,-71.3082,62.35,42,40,6.91,scattered clouds
507,Baghdad,IQ,2022-03-10 17:13:10,33.3406,44.4009,66.06,39,100,8.28,overcast clouds
508,Magrath,CA,2022-03-10 17:13:31,49.4167,-112.8686,20.03,64,99,11.7,overcast clouds
509,Margate,GB,2022-03-10 17:13:32,51.3813,1.3862,55.31,67,38,1.99,scattered clouds
510,Manali,IN,2022-03-10 17:13:32,13.1667,80.2667,82.08,81,11,6.08,few clouds
511,Mount Pleasant,US,2022-03-10 17:11:34,32.7941,-79.8626,58.98,100,0,9.22,mist
512,Jalu,LY,2022-03-10 17:13:33,29.0331,21.5482,57.43,39,5,19.35,clear sky
513,Samsud,RO,2022-03-10 17:13:33,47.35,22.95,30.74,46,91,12.15,overcast clouds
514,Grabovo,RU,2022-03-10 17:13:34,53.3875,45.064,11.41,88,100,14.72,overcast clouds
515,Cocobeach,GA,2022-03-10 17:13:35,1.0002,9.5823,80.37,81,94,9.4,overcast clouds
516,Serebryansk,KZ,2022-03-10 17:13:35,49.6925,83.2892,20.01,96,100,5.32,light snow
517,Troitsko-Pechorsk,RU,2022-03-10 17:13:36,62.7084,56.1964,-9.06,100,26,2.53,scattered clouds
518,Mehamn,NO,2022-03-10 17:13:36,71.0357,27.8492,35.55,80,75,26.46,broken clouds
519,Montepuez,MZ,2022-03-10 17:13:37,-13.1256,38.9997,70.77,97,100,3.62,overcast clouds
520,Camacha,PT,2022-03-10 17:13:37,33.0833,-16.3333,63.82,63,20,8.05,few clouds
521,Mareeba,AU,2022-03-10 17:13:38,-17.0,145.4333,75.92,94,90,0.89,overcast clouds
522,Port Arthur,CN,2022-03-10 17:13:38,38.8,121.2667,41.22,83,2,5.39,clear sky
523,Gushikawa,JP,2022-03-10 17:13:39,26.3544,127.8686,67.23,55,100,5.75,overcast clouds
524,Coahuayana,MX,2022-03-10 17:13:39,18.7333,-103.6833,83.66,35,1,5.01,clear sky
525,Pinega,RU,2022-03-10 17:13:40,64.7001,43.3936,21.36,93,100,10.56,overcast clouds
526,Santa Isabel,BR,2022-03-10 17:13:40,-23.3156,-46.2214,87.51,39,92,1.92,overcast clouds
527,Gordeyevka,RU,2022-03-10 17:13:41,52.9569,31.9703,20.62,68,6,14.45,clear sky
528,Ekibastuz,KZ,2022-03-10 17:13:41,51.6667,75.3667,1.54,99,83,3.78,broken clouds
529,Campbell River,CA,2022-03-10 17:13:42,50.0163,-125.2446,38.44,45,100,1.14,overcast clouds
530,Palembang,ID,2022-03-10 17:13:42,-2.9167,104.7458,80.69,89,40,2.3,light rain
531,Kalmunai,LK,2022-03-10 17:13:43,7.4167,81.8167,77.88,81,52,4.83,broken clouds
532,Lima,PE,2022-03-10 17:10:13,-12.0432,-77.0282,74.39,71,0,4.61,clear sky
533,Yeppoon,AU,2022-03-10 17:13:43,-23.1333,150.7333,71.38,91,100,8.99,overcast clouds
534,Quatre Cocos,MU,2022-03-10 17:13:44,-20.2078,57.7625,79.09,82,2,8.9,clear sky
535,Scottsbluff,US,2022-03-10 17:12:49,41.8666,-103.6672,14.77,75,0,3.44,clear sky
536,Yerbogachen,RU,2022-03-10 17:13:44,61.2767,108.0108,-18.38,100,87,4.72,overcast clouds
537,Ajaccio,FR,2022-03-10 17:13:27,42.0,8.9167,51.78,47,0,6.91,clear sky
538,Atar,MR,2022-03-10 17:13:45,20.5169,-13.0499,90.23,6,0,13.67,clear sky
539,Kichera,RU,2022-03-10 17:13:46,55.9375,110.0997,2.25,95,92,1.57,overcast clouds
540,Tiznit,MA,2022-03-10 17:13:46,29.5833,-9.5,63.55,49,0,8.52,clear sky
541,Kushiro,JP,2022-03-10 17:12:22,42.975,144.3747,32.18,75,3,1.9,clear sky
542,Agirish,RU,2022-03-10 17:13:47,61.9247,63.0231,-11.25,100,84,3.49,broken clouds
543,Eyl,SO,2022-03-10 17:13:47,7.9803,49.8164,77.07,67,97,13.78,overcast clouds
544,Neiafu,TO,2022-03-10 17:13:48,-18.65,-173.9833,81.28,83,75,10.36,broken clouds
545,Nombre De Dios,MX,2022-03-10 17:13:48,23.85,-104.2333,62.15,6,35,8.72,scattered clouds
546,Erenhot,CN,2022-03-10 17:14:49,43.6475,111.9767,30.92,63,100,10.38,overcast clouds
547,Bandarbeyla,SO,2022-03-10 17:14:49,9.4942,50.8122,78.48,66,100,11.5,overcast clouds
548,Waipawa,NZ,2022-03-10 17:14:50,-41.4122,175.5153,52.79,91,7,6.42,clear sky
549,Doha,QA,2022-03-10 17:14:47,25.2867,51.5333,78.78,57,0,10.36,clear sky
550,Balabac,PH,2022-03-10 17:14:50,7.9868,117.0645,78.46,85,100,2.42,overcast clouds
551,Tautira,PF,2022-03-10 17:14:51,-17.7333,-149.15,80.85,72,92,12.3,overcast clouds
552,Cayenne,GF,2022-03-10 17:14:51,4.9333,-52.3333,85.08,60,75,14.97,broken clouds
553,Colares,PT,2022-03-10 17:14:52,38.7992,-9.4469,60.8,79,75,20.0,broken clouds
554,Kalanguy,RU,2022-03-10 17:14:52,51.0167,116.5167,0.9,94,10,4.32,clear sky
555,Sumbe,AO,2022-03-10 17:14:52,-11.2061,13.8437,79.81,82,79,7.18,light rain
556,Owase,JP,2022-03-10 17:14:53,34.0667,136.2,46.96,48,93,4.83,overcast clouds
557,Mmabatho,ZA,2022-03-10 17:14:53,-25.85,25.6333,73.36,64,20,3.44,few clouds
558,Xapuri,BR,2022-03-10 17:14:54,-10.6517,-68.5044,92.32,43,90,2.28,overcast clouds
559,Araouane,ML,2022-03-10 17:14:54,18.9048,-3.5265,90.32,5,4,7.72,clear sky
560,Okhotsk,RU,2022-03-10 17:14:54,59.3833,143.3,21.85,97,100,1.9,light snow
561,Kitgum,UG,2022-03-10 17:14:55,3.2783,32.8867,90.21,21,99,10.22,overcast clouds
562,Itarema,BR,2022-03-10 17:14:55,-2.9248,-39.9167,85.46,64,97,12.88,overcast clouds
563,Aloleng,PH,2022-03-10 17:14:56,16.1307,119.7824,78.12,78,89,8.61,overcast clouds
564,Ovalle,CL,2022-03-10 17:14:56,-30.5983,-71.2003,84.49,28,0,5.95,clear sky
565,Cap Malheureux,MU,2022-03-10 17:14:57,-19.9842,57.6142,79.47,86,2,3.0,clear sky
566,La Ronge,CA,2022-03-10 17:14:57,55.1001,-105.2842,-5.55,54,100,19.57,overcast clouds
567,Itaituba,BR,2022-03-10 17:14:57,-4.2761,-55.9836,81.05,82,97,3.8,overcast clouds
568,Tarata,BO,2022-03-10 17:14:58,-17.6167,-66.0167,78.22,40,48,2.37,scattered clouds
569,Ulladulla,AU,2022-03-10 17:14:58,-35.35,150.4667,50.77,81,50,6.71,scattered clouds
570,Beloha,MG,2022-03-10 17:14:59,-25.1667,45.05,76.82,84,3,17.02,clear sky
571,Kavaratti,IN,2022-03-10 17:14:59,10.5669,72.642,82.62,73,0,10.67,clear sky
572,Tera,NE,2022-03-10 17:15:00,14.0078,0.7531,100.98,5,8,7.18,clear sky
573,Lar,IN,2022-03-10 17:15:00,26.2039,83.9717,71.62,27,0,7.02,clear sky
574,Puerto Del Rosario,ES,2022-03-10 17:15:01,28.5004,-13.8627,65.95,63,20,11.5,few clouds
575,Lasa,IT,2022-03-10 17:15:01,46.6166,10.7002,42.69,75,0,2.33,clear sky
576,Melito Di Porto Salvo,IT,2022-03-10 17:15:02,37.9222,15.7714,56.23,67,20,12.66,few clouds
577,Pringsewu,ID,2022-03-10 17:15:02,-5.3582,104.9744,74.08,98,99,2.21,overcast clouds
578,Makakilo City,US,2022-03-10 17:15:03,21.3469,-158.0858,73.29,88,0,3.44,clear sky
579,Deputatskiy,RU,2022-03-10 17:15:03,69.3,139.9,-11.49,92,100,1.12,overcast clouds
580,Shumyachi,RU,2022-03-10 17:15:04,53.8583,32.4242,16.07,84,9,10.31,clear sky
581,Tyret Pervaya,RU,2022-03-10 17:15:05,53.6703,102.3106,2.03,97,98,1.68,overcast clouds
582,Kadoshkino,RU,2022-03-10 17:15:05,54.0257,44.4191,8.56,87,44,16.98,scattered clouds
583,San Quintin,MX,2022-03-10 17:15:06,30.4833,-115.95,58.41,72,34,6.85,scattered clouds
584,Kununurra,AU,2022-03-10 17:15:06,-15.7667,128.7333,78.78,94,79,0.0,broken clouds
585,Nizwa,OM,2022-03-10 17:15:07,22.9333,57.5333,82.06,21,1,2.48,clear sky
586,Thinadhoo,MV,2022-03-10 17:15:07,0.5333,72.9333,82.8,64,10,4.99,clear sky
587,Morondava,MG,2022-03-10 17:15:08,-20.2833,44.2833,84.27,76,92,10.29,overcast clouds
588,Dutlwe,BW,2022-03-10 17:15:08,-23.9833,23.9,81.84,38,77,6.46,broken clouds
589,Mersing,MY,2022-03-10 17:15:09,2.4312,103.8405,78.1,88,87,8.21,overcast clouds
590,Pathein,MM,2022-03-10 17:15:10,16.7833,94.7333,76.77,71,71,8.08,broken clouds
591,Borshchiv,UA,2022-03-10 17:15:10,48.8033,26.0435,25.02,59,100,10.31,overcast clouds
592,Baykit,RU,2022-03-10 17:15:11,61.67,96.37,-18.96,100,66,3.04,broken clouds
593,Grenville,GD,2022-03-10 17:15:11,12.1167,-61.6167,84.25,81,89,16.44,overcast clouds
594,Platonovka,RU,2022-03-10 17:16:12,52.7106,41.952,12.85,88,100,19.06,overcast clouds
595,Acazulco,MX,2022-03-10 17:16:12,19.2667,-99.4333,66.99,25,0,6.91,clear sky
596,Fenelon Falls,CA,2022-03-10 17:16:13,44.5334,-78.7496,35.1,78,100,6.55,overcast clouds
597,Filingue,NE,2022-03-10 17:16:13,14.3521,3.3168,100.71,10,2,1.86,clear sky
598,Jishou,CN,2022-03-10 17:16:14,28.3167,109.7167,64.49,78,14,2.53,few clouds
599,Kaeo,NZ,2022-03-10 17:16:14,-35.1,173.7833,66.33,79,67,7.52,broken clouds
600,Nastola,FI,2022-03-10 17:16:15,60.95,25.9333,30.83,89,99,10.04,overcast clouds
601,Luderitz,NA,2022-03-10 17:16:15,-26.6481,15.1594,74.71,65,26,11.34,scattered clouds
602,Rundu,NA,2022-03-10 17:16:16,-17.9333,19.7667,71.08,81,93,5.14,light rain
603,Banyo,CM,2022-03-10 17:16:16,6.75,11.8167,88.5,23,84,7.27,broken clouds
604,Gao,ML,2022-03-10 17:16:17,16.6362,1.637,95.13,5,39,6.11,scattered clouds
605,Bolshaya Glushitsa,RU,2022-03-10 17:16:17,50.2406,43.5908,21.76,94,100,11.92,light snow
606,Los Llanos De Aridane,ES,2022-03-10 17:16:18,28.6585,-17.9182,64.15,78,20,6.91,few clouds
607,Choluteca,HN,2022-03-10 17:16:18,13.3005,-87.1846,93.29,43,20,4.61,few clouds
608,Chengde,CN,2022-03-10 17:16:18,40.9725,117.9361,46.45,43,42,5.57,scattered clouds
609,Saint-Joseph,RE,2022-03-10 17:16:19,-21.3667,55.6167,79.18,83,25,10.07,scattered clouds
610,Rio Grande,BR,2022-03-10 17:16:20,-32.035,-52.0986,79.95,87,100,11.45,light rain
611,Gwadar,PK,2022-03-10 17:16:20,25.1216,62.3254,75.6,76,0,7.09,clear sky
612,Sao Miguel,BR,2022-03-10 17:16:21,-5.4667,-35.3667,88.57,64,95,16.37,overcast clouds
613,Junction City,US,2022-03-10 17:16:21,39.0286,-96.8314,21.56,84,100,14.97,light snow
614,Rafsanjan,IR,2022-03-10 17:16:22,30.4067,55.9939,70.95,27,72,16.84,broken clouds
615,Lompoc,US,2022-03-10 17:16:22,34.6391,-120.4579,59.56,71,0,10.36,clear sky
616,Ancud,CL,2022-03-10 17:16:23,-41.8697,-73.8203,60.22,75,84,5.57,broken clouds
617,Imbituba,BR,2022-03-10 17:16:23,-28.24,-48.6703,87.91,58,68,11.07,broken clouds
618,Mogadishu,SO,2022-03-10 17:12:53,2.0371,45.3438,78.71,78,79,22.62,broken clouds
619,Prince Rupert,CA,2022-03-10 17:12:26,54.3161,-130.3201,38.28,65,100,4.7,overcast clouds
620,Mumford,GH,2022-03-10 17:16:25,5.2618,-0.759,83.46,80,72,16.04,broken clouds
621,Solnechnyy,RU,2022-03-10 17:16:26,50.7214,136.6319,20.5,97,98,2.3,light snow
622,Dwarka,IN,2022-03-10 17:16:26,22.2394,68.9678,76.57,66,0,13.0,clear sky
623,Batsfjord,NO,2022-03-10 17:16:26,70.6345,29.7185,28.18,93,40,35.68,scattered clouds
624,Uvira,CD,2022-03-10 17:16:27,-3.4067,29.1458,76.82,80,87,6.33,light rain
625,Doba,TD,2022-03-10 17:16:27,8.65,16.85,100.27,14,52,4.59,broken clouds
626,Waddan,LY,2022-03-10 17:16:28,29.1614,16.139,58.12,32,30,11.3,scattered clouds
627,Manaia,NZ,2022-03-10 17:16:28,-39.55,174.1333,60.08,92,0,5.86,clear sky
628,Dakar,SN,2022-03-10 17:16:29,14.6937,-17.4441,85.08,68,0,13.8,clear sky
629,Russkaya Polyana,UA,2022-03-10 17:16:29,49.417,31.9201,21.07,63,81,18.45,broken clouds
630,Standerton,ZA,2022-03-10 17:16:30,-26.9337,29.2415,71.62,71,86,8.14,light rain
631,Jiazi,CN,2022-03-10 17:16:30,22.8779,116.067,65.39,79,0,3.83,clear sky
632,Aleksandro-Nevskiy,RU,2022-03-10 17:16:31,53.4751,40.2095,13.21,78,14,18.57,few clouds
633,Nioro,GM,2022-03-10 17:16:31,13.35,-15.75,101.1,7,74,6.11,broken clouds
634,Liverpool,GB,2022-03-10 17:16:31,53.4106,-2.9779,54.28,77,75,12.66,broken clouds
635,Chimala,TZ,2022-03-10 17:16:32,-8.85,34.0167,67.62,93,90,2.89,moderate rain
636,Havelock,US,2022-03-10 17:16:32,34.8791,-76.9013,49.95,92,100,3.0,light rain
637,Wahiawa,US,2022-03-10 17:16:33,21.5028,-158.0236,71.47,91,20,3.44,few clouds
638,Fengkou,CN,2022-03-10 17:16:33,30.0833,113.2667,66.09,69,44,6.82,scattered clouds
639,Suwalki,PL,2022-03-10 17:16:34,54.1118,22.9309,24.62,59,0,4.92,clear sky
640,Zeerust,ZA,2022-03-10 17:17:34,-25.5369,26.0751,75.02,55,99,3.4,overcast clouds
641,Estacion Coahuila,MX,2022-03-10 17:17:35,32.1939,-115.0017,64.31,40,1,5.12,clear sky
642,Maromitsa,RU,2022-03-10 17:17:35,59.8683,48.0123,0.14,99,95,3.65,overcast clouds
643,Pacifica,US,2022-03-10 17:17:36,37.6138,-122.4869,58.93,35,0,11.5,clear sky
644,Big Rapids,US,2022-03-10 17:13:06,43.6981,-85.4837,31.08,57,40,5.75,scattered clouds
645,Bonnyville,CA,2022-03-10 17:12:56,54.2668,-110.735,-1.64,81,93,15.21,overcast clouds
646,Gayeri,BF,2022-03-10 17:17:36,12.6497,0.4931,102.38,7,53,7.02,broken clouds
647,Prizren,XK,2022-03-10 17:15:43,42.2139,20.7397,31.64,82,99,4.88,overcast clouds
648,Dalhousie,IN,2022-03-10 17:17:37,32.5333,75.9833,47.28,52,22,7.18,few clouds
649,Sinnamary,GF,2022-03-10 17:17:37,5.3833,-52.95,80.47,80,81,10.85,broken clouds
650,Asosa,ET,2022-03-10 17:17:38,10.0667,34.5333,82.47,19,99,2.95,overcast clouds
651,Kupang,ID,2022-03-10 17:17:38,-10.1667,123.5833,77.86,89,77,4.92,broken clouds
652,Sosnovo-Ozerskoye,RU,2022-03-10 17:17:39,52.5249,111.5418,-5.71,96,13,4.29,few clouds
653,Hervey Bay,AU,2022-03-10 17:17:39,-25.2986,152.8535,75.02,87,100,7.0,overcast clouds
654,Labis,MY,2022-03-10 17:17:40,2.385,103.021,74.68,96,100,2.82,overcast clouds
655,Christchurch,NZ,2022-03-10 17:15:00,-43.5333,172.6333,61.95,91,100,9.22,overcast clouds
656,Pundaguitan,PH,2022-03-10 17:17:40,6.3711,126.1689,81.16,81,100,7.0,overcast clouds
657,Roseburg,US,2022-03-10 17:17:41,43.2165,-123.3417,42.51,98,100,0.0,overcast clouds
658,Worland,US,2022-03-10 17:17:41,44.0169,-107.9554,10.6,82,4,5.73,clear sky
659,Iracoubo,GF,2022-03-10 17:17:42,5.4802,-53.2011,80.53,78,64,10.27,broken clouds
660,Monroe,US,2022-03-10 17:13:15,43.1501,-77.6831,41.09,64,75,9.22,broken clouds
661,Auch,FR,2022-03-10 17:17:42,43.65,0.5833,57.43,74,81,5.99,broken clouds
662,Osakarovka,KZ,2022-03-10 17:17:43,50.565,72.5692,8.42,91,17,12.93,few clouds
663,Muros,ES,2022-03-10 17:13:05,42.7762,-9.0603,59.09,83,79,22.64,broken clouds
664,Luba,GQ,2022-03-10 17:17:43,3.4568,8.5547,80.98,83,100,7.96,overcast clouds
665,Bereda,ES,2022-03-10 17:17:44,43.2686,-7.5406,54.57,100,65,9.44,broken clouds
666,Gornopravdinsk,RU,2022-03-10 17:17:44,60.05,69.9,-14.35,100,98,2.51,overcast clouds
667,Usinsk,RU,2022-03-10 17:17:45,65.9939,57.5281,2.35,94,53,14.5,broken clouds
668,Washington,US,2022-03-10 17:14:52,47.5001,-120.5015,35.19,46,100,1.66,overcast clouds
669,Aksu,CN,2022-03-10 17:17:46,41.1231,80.2644,50.65,38,43,6.24,scattered clouds
670,Leshukonskoye,RU,2022-03-10 17:17:46,64.8989,45.7622,22.39,91,100,10.76,overcast clouds
671,Ubaitaba,BR,2022-03-10 17:17:47,-14.3125,-39.3233,89.91,48,26,6.53,scattered clouds
672,Arkhangelsk,RU,2022-03-10 17:17:47,64.5401,40.5433,19.51,79,75,4.47,broken clouds
673,Yar-Sale,RU,2022-03-10 17:17:48,66.8333,70.8333,-6.16,96,100,7.45,overcast clouds
674,Mandalgovi,MN,2022-03-10 17:17:48,45.7625,106.2708,28.11,38,2,5.26,clear sky
675,Kiama,AU,2022-03-10 17:14:36,-34.6833,150.8667,63.37,79,96,5.01,overcast clouds
676,San Antonio,US,2022-03-10 17:13:35,29.4241,-98.4936,65.19,50,0,10.36,clear sky
677,Brownwood,US,2022-03-10 17:17:49,31.7093,-98.9912,64.4,38,0,13.8,clear sky
678,Kolokani,ML,2022-03-10 17:17:50,13.5728,-8.0339,99.57,9,88,8.46,overcast clouds
679,Hede,CN,2022-03-10 17:17:50,33.7681,120.2517,57.24,73,99,2.15,overcast clouds
680,Atambua,ID,2022-03-10 17:14:31,-9.1061,124.8925,74.28,89,100,2.15,overcast clouds
681,Salalah,OM,2022-03-10 17:14:43,17.0151,54.0924,75.07,55,1,0.54,clear sky
682,Nortelandia,BR,2022-03-10 17:17:51,-14.4547,-56.8028,82.42,69,98,6.2,overcast clouds
683,Pokrovskoye,RU,2022-03-10 17:17:51,47.4157,38.8971,26.08,67,97,12.03,overcast clouds
684,Tiksi,RU,2022-03-10 17:17:52,71.6872,128.8694,-22.99,100,98,2.13,overcast clouds
685,Angoche,MZ,2022-03-10 17:17:52,-16.2325,39.9086,79.05,87,100,17.81,light rain
686,Lafia,NG,2022-03-10 17:17:52,8.4833,8.5167,103.23,11,47,5.06,scattered clouds
687,Rovnoye,RU,2022-03-10 17:18:53,50.7765,46.0509,22.59,95,100,15.79,light snow
688,Masuda,JP,2022-03-10 17:18:53,34.6667,131.85,47.7,49,96,6.33,overcast clouds
689,Seddon,AU,2022-03-10 17:18:54,-37.8068,144.8916,59.97,90,75,4.61,broken clouds
